Timestamp,Your name,Roll Number,Your school name,Your class,What was your last year overall percentage or CGPA?,How much time do you spend every day on your self study and homework?,Which is your least favourite or toughest subject?,Subject group,Choose Subject Where The Subject Teacher Rating is [Excellent],Choose Subject Where The Subject Teacher Rating is [Very Good],Choose Subject Where The Subject Teacher Rating is [Good],Choose Subject Where The Subject Teacher Rating is [Average],Choose Subject Where The Subject Teacher Rating is [Poor],Do teachers provide enough support for your academic learning and solving queries?,How do you meet your academic learning goal?,How well do teachers give real-world applications or examples in class?,Does your faculty encourage you to ask questions and create an interactive classroom?,Please add your suggestions or concern related to any teacher.,Does your school have sufficient availability of computer or science labs and libraries that enhance your learning experience?,"Are there sufficient resources for extracurricular activities like music, sports, yoga, dancing, art & crafts?","Does your school conduct events that encourage creativity, innovation, and leadership?",How satisfied are you with the transportation facilities provided by school?,Does your school provide career guidance and academic counselling?,Please share any suggestions or concerns about your school facilities.,How well does your school resolve issues of bullying and harassment?,School behaviour towards challenges like late fees or fee concessions?,Do you feel that there is a fair and transparent exam results and paper checking?,Does your school handle academic stress and wellness issues?,Do you think your school adequately prepared you for competitive exams?,How satisfied are you with the overall quality of teaching at the school?,How would you recommend this school to your friends?,Please share any suggestions or concerns about your school.
08/10/2025 06:50:08,Ayush Srivastava,200451,DPS VARANASI,9 th,5,3-4 Hrs,Economics,Not Applicable,"Physics, Accountancy","English, Social Science","English, Physics","Other, Chemistry",Biology,Disagree,School only,Excellent,Strongly disagree,"The accountancy teacher is good at explaining numerical problems, but rushes through theoretical concepts. Many students including me struggle with the theory portion in exams. It would help if equal time was given to both theory and practical numerical problems during class.",Strongly disagree,Insufficient,Strongly disagree,Very satisfied,Strongly disagree,"The school infrastructure is quite good with nice classrooms and sports facilities. However, the library is not well-stocked with recent books and study materials. Many reference books are outdated and we have to rely on external sources for competitive exam preparation. Updating the library collection would greatly benefit students.",Adequately,Positive,Agree,Very poorly,Neutral,Somewhat satisfied,3,Improve labs
24/02/2025 19:15:08,Rahul Pandey,200452,DPS VARANASI,8 th,10,More than 4 Hrs,English,Biology,"IT/CS, Science","Chemistry, Business Studies","Hindi, Business Studies","Social Science, Hindi",Chemistry,Disagree,Reference or side books,Poor,Neutral,No concerns,Strongly disagree,Very insufficient,Agree,Very dissatisfied,Neutral,Good overall,Very poorly,Strongly negative,Disagree,Very poorly,Strongly disagree,Not satisfied,4,I suggest implementing a peer tutoring program where academically strong students can help those who are struggling. This would benefit both groups - tutors would reinforce their learning while tutees would get extra help in a comfortable environment from their peers.
07/11/2025 07:44:08,Arjun Agarwal,200453,DPS VARANASI,11th,8,2-3 Hrs,English,Not Applicable,"Maths, Other","Science, Physics","Social Science, Chemistry","Accountancy, Economics",Accountancy,Disagree,School only,Poor,Strongly disagree,Classes are too fast,Agree,Insufficient,Strongly disagree,Dissatisfied,Neutral,Clean washrooms needed,Poorly,Strongly positive,Strongly disagree,Well,Neutral,Highly satisfied,4,More sports events
30/10/2025 11:24:08,Ramesh Kumar,200454,DPS VARANASI,9 th,5,<2 Hrs,Other,Biology,"Biology, Hindi","Other, Science","Physics, Hindi","Science, Social Science",Biology,Strongly disagree,Coaching from outside faculty,Poor,Strongly agree,No concerns,Strongly agree,Sufficient,Strongly disagree,Neutral,Neutral,"Medical facilities in our school need improvement. The medical room is not well-equipped and the nurse is not always available. Given that many students have health issues or emergencies during school hours, having proper first aid facilities and trained staff is very important.",Poorly,Strongly positive,Disagree,Well,Disagree,Not satisfied,4,"The school should introduce mental health awareness programs and have a full-time counselor available for students. Academic pressure, family issues, and social problems affect many students but there is no proper support system. Regular sessions on stress management and emotional well-being would help everyone."
09/08/2025 01:27:08,Ankit Pandey,200455,DPS VARANASI,9 th,6,More than 4 Hrs,Science,Biology,"Biology, Other","Hindi, Biology","Chemistry, Biology","English, Maths",Hindi,Strongly disagree,School only,Poor,Neutral,Better revision needed,Neutral,Very sufficient,Disagree,Satisfied,Strongly agree,"I feel that our school should focus more on environmental awareness and sustainability practices. We could start with basic things like proper waste segregation, reducing plastic usage, and planting more trees in the campus. This would teach students important values while making our school more eco-friendly.",Well,Strongly negative,Neutral,Very poorly,Neutral,Highly satisfied,4,"I suggest having more flexible subject combinations and allowing students to choose electives based on their interests rather than rigid streams. For example, a commerce student interested in psychology should be able to take it as an optional subject without changing their entire stream."
20/09/2025 13:25:08,Karan Malhotra,200456,DPS VARANASI,12th,8,<2 Hrs,Economics,Maths,"Economics, Science","Accountancy, Science","Accountancy, Chemistry","Science, Social Science",Maths,Strongly disagree,Coaching from existing faculty,Average,Agree,Improve punctuality,Disagree,Very sufficient,Neutral,Neutral,Neutral,Clean washrooms needed,Poorly,Positive,Neutral,Poorly,Agree,Highly satisfied,3,More field trips
14/07/2025 10:57:08,Manish Chaudhary,200457,DPS VARANASI,7 th,9,<2 Hrs,Chemistry,Commerce,"Other, Science","Social Science, Hindi","Business Studies, Biology","Business Studies, Physics",Social Science,Strongly disagree,Coaching from outside faculty,Excellent,Strongly disagree,Teachers are helpful,Agree,Very insufficient,Neutral,Neutral,Agree,No concerns,Well,Strongly negative,Strongly disagree,Adequately,Neutral,Not satisfied,4,More activities
16/01/2026 06:35:08,Vikas Mishra,200458,DPS VARANASI,11th,8,2-3 Hrs,English,Maths,"IT/CS, English","Science, Biology","Maths, Economics","IT/CS, Biology",English,Agree,Coaching from existing faculty,Average,Strongly agree,Improve punctuality,Strongly disagree,Very insufficient,Neutral,Dissatisfied,Neutral,Improve transport,Adequately,Neutral,Disagree,Poorly,Strongly disagree,Not satisfied,4,More activities
31/10/2025 05:48:08,Nitin Chaudhary,200459,DPS VARANASI,6 th,6,3-4 Hrs,Biology,IT/CS,"Other, Social Science","Chemistry, Maths","Biology, Other","Maths, Social Science",Social Science,Neutral,Reference or side books,Poor,Agree,Need more practice problems,Disagree,Insufficient,Neutral,Neutral,Strongly disagree,Career guidance and counseling services in our school need significant improvement. Many students in senior classes are confused about their future options and don't know what courses to pursue. Regular career counseling sessions with professionals from different fields would help us make informed decisions.,Adequately,Positive,Neutral,Poorly,Strongly agree,Extremely dissatisfied,4,"The school should focus more on practical learning and reduce the emphasis on written exams alone. Project-based assessments, presentations, and group activities would help develop critical thinking and teamwork skills that are important in real life. Not everything should be judged by exam marks alone."
15/07/2025 10:19:08,Neha Rastogi,200460,DPS VARANASI,11th,5,More than 4 Hrs,Other,IT/CS,"Social Science, Hindi","Science, Business Studies","Physics, English","Economics, Biology",Other,Neutral,Coaching from existing faculty,Good,Strongly disagree,Need more practice problems,Agree,Sufficient,Agree,Neutral,Strongly agree,Better canteen food needed,Very well,Strongly positive,Neutral,Adequately,Strongly disagree,Extremely dissatisfied,1,Everything good
17/11/2025 01:34:08,Vivek Chaudhary,200461,DPS VARANASI,12th,8,<2 Hrs,English,Not Applicable,"Science, Economics","Chemistry, Biology","Biology, Maths","English, Accountancy",Science,Agree,Coaching from outside faculty,Good,Neutral,Want more doubt sessions,Strongly disagree,Sufficient,Neutral,Very dissatisfied,Strongly agree,Good overall,Poorly,Strongly negative,Strongly agree,Poorly,Agree,Extremely dissatisfied,1,Everything good
25/10/2025 14:15:08,Rohit Yadav,200462,DPS VARANASI,6 th,5,More than 4 Hrs,Science,Not Applicable,"Maths, English","English, Social Science","Accountancy, English","IT/CS, Accountancy",Economics,Strongly disagree,School only,Good,Strongly disagree,"Our computer science teacher is very patient and explains programming concepts clearly. However, we have very limited computer access and have to share systems during practicals. This makes it difficult to practice coding properly. I hope the school can provide more computers for the lab.",Disagree,Very sufficient,Neutral,Neutral,Disagree,Clean washrooms needed,Well,Negative,Strongly disagree,Very well,Agree,Highly satisfied,4,More sports events
08/04/2025 00:16:08,Kavita Saxena,200463,DPS VARANASI,7 th,8,2-3 Hrs,English,Maths,"Accountancy, Social Science","Social Science, Hindi","Economics, Science","Business Studies, English",Economics,Strongly disagree,Internet materials,Poor,Strongly agree,Want more doubt sessions,Disagree,Sufficient,Disagree,Very dissatisfied,Neutral,More sports facilities,Poorly,Negative,Disagree,Poorly,Strongly agree,Not satisfied,3,More sports events
14/09/2025 15:06:08,Ayush Mehta,200464,DPS VARANASI,12th,8,More than 4 Hrs,Economics,Maths,"Accountancy, Physics","Chemistry, English","Accountancy, Other","Economics, Science",Biology,Neutral,Online coaching,Good,Agree,Better revision needed,Strongly agree,Very sufficient,Strongly disagree,Satisfied,Agree,Clean washrooms needed,Very poorly,Strongly positive,Disagree,Very well,Disagree,Somewhat satisfied,5,"I suggest having more flexible subject combinations and allowing students to choose electives based on their interests rather than rigid streams. For example, a commerce student interested in psychology should be able to take it as an optional subject without changing their entire stream."
22/10/2025 10:57:08,Sneha Gupta,200465,DPS VARANASI,12th,6,2-3 Hrs,Accountancy,Commerce,"Other, IT/CS","Maths, Science","Social Science, Biology","Chemistry, Hindi",Economics,Strongly agree,Coaching from outside faculty,Average,Agree,Our class teacher is very supportive and always listens to our problems patiently. I really appreciate how she handles conflicts between students fairly and creates a positive classroom environment. More teachers should follow her approach of being approachable and understanding.,Strongly disagree,Insufficient,Disagree,Dissatisfied,Strongly agree,Better canteen food needed,Very well,Strongly negative,Neutral,Well,Agree,Highly satisfied,5,"I strongly suggest that our school should introduce more vocational training and skill development courses alongside regular academics. Subjects like basic coding, financial literacy, communication skills, and practical life skills would prepare us better for the real world. Many students don't want to pursue traditional academic paths and need alternative options."
25/11/2025 05:31:08,Abhishek Mehta,200466,DPS VARANASI,6 th,9,3-4 Hrs,IT/CS,Biology,"Economics, Physics","Other, Social Science","Economics, English","Social Science, English",Economics,Disagree,Online coaching,Very poor,Disagree,Need more practice problems,Neutral,Sufficient,Strongly agree,Neutral,Strongly agree,Improve library,Poorly,Strongly positive,Strongly agree,Adequately,Agree,Not satisfied,1,I suggest implementing a peer tutoring program where academically strong students can help those who are struggling. This would benefit both groups - tutors would reinforce their learning while tutees would get extra help in a comfortable environment from their peers.
12/06/2025 03:58:08,Ayush Verma,200467,DPS VARANASI,6 th,5,<2 Hrs,Chemistry,IT/CS,"Social Science, Science","Economics, Accountancy","Maths, Business Studies","Chemistry, Biology",Biology,Neutral,Coaching from existing faculty,Very poor,Agree,No concerns,Disagree,Very insufficient,Neutral,Satisfied,Disagree,Better canteen food needed,Poorly,Strongly positive,Strongly agree,Adequately,Neutral,Somewhat satisfied,2,More sports events
08/01/2026 04:20:08,Vivek Kapoor,200468,DPS VARANASI,11th,5,More than 4 Hrs,Accountancy,Biology,"Social Science, Physics","Social Science, Other","Physics, Business Studies","Accountancy, Social Science",Social Science,Strongly disagree,Reference or side books,Excellent,Strongly agree,Need more practice problems,Neutral,Very insufficient,Strongly agree,Dissatisfied,Strongly disagree,More activities needed,Very poorly,Strongly positive,Strongly disagree,Poorly,Neutral,Somewhat satisfied,2,Reduce pressure
18/05/2025 00:27:08,Ankit Yadav,200469,DPS VARANASI,10 th,9,3-4 Hrs,Other,IT/CS,"Science, Other","English, Maths","Social Science, Hindi","Economics, IT/CS",Other,Disagree,Internet materials,Excellent,Agree,No concerns,Agree,Very sufficient,Strongly agree,Dissatisfied,Neutral,Improve library,Adequately,Negative,Neutral,Well,Agree,Extremely dissatisfied,2,"The school should organize more inter-school competitions and exchange programs. Interacting with students from other schools would broaden our perspectives and help develop important social skills. Currently, we are limited to competing only within our school which limits our exposure."
17/05/2025 01:09:08,Ayush Saxena,200470,DPS VARANASI,9 th,6,3-4 Hrs,Business Studies,Commerce,"Biology, Science","Chemistry, Business Studies","Science, Biology","Biology, Social Science",Accountancy,Agree,Online coaching,Good,Agree,Good teaching overall,Disagree,Very sufficient,Agree,Dissatisfied,Disagree,Good overall,Well,Strongly positive,Strongly disagree,Poorly,Strongly disagree,Highly satisfied,4,Everything good
16/10/2025 13:14:08,Ayush Agarwal,200471,DPS VARANASI,6 th,7,3-4 Hrs,Other,Biology,"Biology, Other","Hindi, Social Science","Biology, Maths","English, Economics",Physics,Neutral,Coaching from existing faculty,Very poor,Disagree,Need more practice problems,Disagree,Insufficient,Agree,Neutral,Strongly disagree,Improve library,Poorly,Positive,Agree,Poorly,Agree,Satisfied,4,More field trips
01/04/2025 12:25:08,Aakash Bansal,200472,DPS VARANASI,8 th,5,More than 4 Hrs,Hindi,IT/CS,"Social Science, Hindi","Hindi, Chemistry","Economics, Hindi","Economics, Physics",Economics,Agree,Online coaching,Poor,Strongly agree,No concerns,Agree,Neutral,Agree,Very satisfied,Agree,More sports facilities,Adequately,Neutral,Strongly disagree,Adequately,Agree,Highly satisfied,4,Improve teaching
28/11/2025 12:18:08,Nitin Gupta,200473,DPS VARANASI,8 th,8,3-4 Hrs,Maths,Not Applicable,"Hindi, Other","Biology, Physics","Accountancy, Chemistry","Maths, Biology",Other,Agree,Online coaching,Very poor,Neutral,No concerns,Strongly agree,Neutral,Disagree,Dissatisfied,Agree,No concerns,Very well,Strongly positive,Agree,Poorly,Neutral,Somewhat satisfied,1,No suggestions
18/09/2025 13:08:08,Vikas Agarwal,200474,DPS VARANASI,6 th,6,3-4 Hrs,Physics,Biology,"Biology, Hindi","Maths, Other","Physics, Business Studies","Other, IT/CS",Physics,Strongly disagree,Coaching from outside faculty,Poor,Disagree,Need more explanation,Disagree,Very sufficient,Agree,Very satisfied,Agree,Clean washrooms needed,Poorly,Negative,Agree,Well,Disagree,Somewhat satisfied,5,The school should organize regular workshops and seminars with industry professionals and alumni who have succeeded in different fields. Hearing from people who have practical experience would inspire students and give us better insights into various career paths available after school.
